RegionID,State,County,City,ZipCode
62033,NY,Kings County,New York,11222
62034,NY,Kings County,New York,11223
62035,NY,Kings County,New York,11224
62036,NY,Kings County,New York,11225
62037,NY,Kings County,New York,11226
62038,NY,Kings County,New York,11228
62039,NY,Kings County,New York,11229
62040,NY,Kings County,New York,11230
62041,NY,Kings County,New York,11231
62042,NY,Kings County,New York,11232
62043,NY,Kings County,New York,11233
62044,NY,Kings County,New York,11234
62045,NY,Kings County,New York,11235
62046,NY,Kings County,New York,11236
62047,NY,Kings County,New York,11237
62048,NY,Kings County,New York,11238
62058,NY,Kings County,New York,11249
62066,NY,Queens County,New York,11354
62067,NY,Queens County,New York,11355
62068,NY,Queens County,New York,11356
62069,NY,Queens County,New York,11357
62070,NY,Queens County,New York,11358
62072,NY,Queens County,New York,11360
62073,NY,Queens County,New York,11361
62074,NY,Queens County,New York,11362
62075,NY,Queens County,New York,11363
62076,NY,Queens County,New York,11364
62077,NY,Queens County,New York,11365
62078,NY,Queens County,New York,11366
62079,NY,Queens County,New York,11367
62080,NY,Queens County,New York,11368
62081,NY,Queens County,New York,11369
62082,NY,Queens County,New York,11370
62084,NY,Queens County,New York,11372
62085,NY,Queens County,New York,11373
62086,NY,Queens County,New York,11374
62087,NY,Queens County,New York,11375
62088,NY,Queens County,New York,11377
62089,NY,Queens County,New York,11378
62090,NY,Queens County,New York,11379
62093,NY,Queens County,New York,11385
62097,NY,Queens County,New York,11411
62098,NY,Queens County,New York,11412
62099,NY,Queens County,New York,11413
62100,NY,Queens County,New York,11414
62101,NY,Queens County,New York,11415
62102,NY,Queens County,New York,11416
62103,NY,Queens County,New York,11417
62104,NY,Queens County,New York,11418
62105,NY,Queens County,New York,11419
62106,NY,Queens County,New York,11420
62107,NY,Queens County,New York,11421
62108,NY,Queens County,New York,11422
62109,NY,Queens County,New York,11423
62112,NY,Queens County,New York,11426
62113,NY,Queens County,New York,11427
62114,NY,Queens County,New York,11428
62115,NY,Queens County,New York,11429
62118,NY,Queens County,New York,11432
62119,NY,Queens County,New York,11433
62120,NY,Queens County,New York,11434
62121,NY,Queens County,New York,11435
62122,NY,Queens County,New York,11436
62126,NY,Nassau County,Mineola,11501
62127,NY,Nassau County,Albertson,11507
62128,NY,Nassau County,Atlantic Beach,11509
62129,NY,Nassau County,Baldwin,11510
62130,NY,Nassau County,Carle Place,11514
62131,NY,Nassau County,Cedarhurst,11516
62132,NY,Nassau County,East Rockaway,11518
62133,NY,Nassau County,Freeport,11520
62134,NY,Nassau County,Garden City,11530
62138,NY,Nassau County,Glen Cove,11542
62139,NY,Nassau County,Glen Head,11545
62143,NY,Nassau County,Hempstead,11550
62145,NY,Nassau County,West Hempstead,11552
62146,NY,Nassau County,Uniondale,11553
62147,NY,Nassau County,East Meadow,11554
62150,NY,Nassau County,Hewlett,11557
62151,NY,Nassau County,Island Park,11558
62152,NY,Nassau County,Lawrence,11559
62153,NY,Nassau County,Locust Valley,11560
62154,NY,Nassau County,Long Beach,11561
62155,NY,Nassau County,Lynbrook,11563
62156,NY,Nassau County,Malverne,11565
62157,NY,Nassau County,Merrick,11566
62158,NY,Nassau County,Old Westbury,11568
62160,NY,Nassau County,Rockville Centre,11570
62162,NY,Nassau County,Oceanside,11572
62163,NY,Nassau County,Roosevelt,11575
62164,NY,Nassau County,Roslyn,11576
62165,NY,Nassau County,East Hills,11577
62166,NY,Nassau County,Sea Cliff,11579
62167,NY,Nassau County,Valley Stream,11580
62168,NY,Nassau County,Valley Stream,11581
62170,NY,Nassau County,Westbury,11590
62174,NY,Nassau County,Williston Park,11596
62176,NY,Nassau County,Woodmere,11598
62179,NY,Queens County,New York,11691
62180,NY,Queens County,New York,11692
62181,NY,Queens County,New York,11693
62182,NY,Queens County,New York,11694
62185,NY,Suffolk County,Amityville,11701
62186,NY,Suffolk County,Babylon,11702
62187,NY,Suffolk County,North Babylon,11703
62188,NY,Suffolk County,West Babylon,11704
62189,NY,Suffolk County,Bayport,11705
62190,NY,Suffolk County,Bay Shore,11706
62193,NY,Nassau County,Bayville,11709
62194,NY,Nassau County,North Bellmore,11710
62195,NY,Suffolk County,Bellport,11713
62196,NY,Nassau County,Bethpage,11714
62197,NY,Suffolk County,Blue Point,11715
62198,NY,Suffolk County,Bohemia,11716
62199,NY,Suffolk County,Brentwood,11717
62200,NY,Suffolk County,Brightwaters,11718
62201,NY,Suffolk County,Brookhaven,11719
62202,NY,Suffolk County,Centereach,11720
62203,NY,Suffolk County,Centerport,11721
62204,NY,Suffolk County,Central Islip,11722
62205,NY,Suffolk County,Cold Spring Harbor,11724
62206,NY,Suffolk County,Commack,11725
62207,NY,Suffolk County,Copiague,11726
62208,NY,Suffolk County,Coram,11727
62209,NY,Suffolk County,Deer Park,11729
62210,NY,Suffolk County,East Islip,11730
62211,NY,Suffolk County,East Northport,11731
62212,NY,Nassau County,East Norwich,11732
62213,NY,Suffolk County,Setauket,11733
62214,NY,Nassau County,Farmingdale,11735
62217,NY,Suffolk County,Farmingville,11738
62219,NY,Suffolk County,Greenlawn,11740
62220,NY,Suffolk County,Holbrook,11741
62221,NY,Suffolk County,Holtsville,11742
62222,NY,Suffolk County,Huntington,11743
62223,NY,Suffolk County,South Huntington,11746
62224,NY,Suffolk County,Melville,11747
62225,NY,Suffolk County,Islandia,11749
62227,NY,Suffolk County,Islip,11751
62228,NY,Suffolk County,Islip Terrace,11752
62229,NY,Nassau County,Jericho,11753
62230,NY,Suffolk County,Kings Park,11754
62231,NY,Suffolk County,Lake Grove,11755
62232,NY,Nassau County,Levittown,11756
62233,NY,Suffolk County,Lindenhurst,11757
62234,NY,Nassau County,Massapequa,11758
62236,NY,Nassau County,Massapequa Park,11762
62237,NY,Suffolk County,Medford,11763
62238,NY,Suffolk County,Miller Place,11764
62240,NY,Suffolk County,Mount Sinai,11766
62241,NY,Suffolk County,Nesconset,11767
62242,NY,Suffolk County,Northport,11768
62243,NY,Suffolk County,Oakdale,11769
62245,NY,Nassau County,Oyster Bay,11771
62246,NY,Suffolk County,Patchogue,11772
62250,NY,Suffolk County,Port Jefferson Station,11776
62251,NY,Suffolk County,Port Jefferson,11777
62252,NY,Suffolk County,Rocky Point,11778
62253,NY,Suffolk County,Ronkonkoma,11779
62254,NY,Suffolk County,Saint James,11780
62255,NY,Suffolk County,Sayville,11782
62256,NY,Nassau County,Seaford,11783
62257,NY,Suffolk County,Selden,11784
62258,NY,Suffolk County,Shoreham,11786
62259,NY,Suffolk County,Smithtown,11787
62260,NY,Suffolk County,Hauppauge,11788
62261,NY,Suffolk County,Sound Beach,11789
62262,NY,Suffolk County,Stony Brook,11790
62263,NY,Nassau County,Syosset,11791
62264,NY,Suffolk County,Wading River,11792
62265,NY,Nassau County,Wantagh,11793
62267,NY,Suffolk County,West Islip,11795
62269,NY,Nassau County,Woodbury,11797
62270,NY,Suffolk County,Wyandanch,11798
62271,NY,Nassau County,Hicksville,11801
62273,NY,Nassau County,Plainview,11803
62274,NY,Nassau County,Old Bethpage,11804
62280,NY,Suffolk County,Riverhead,11901
62283,NY,Suffolk County,Bridgehampton,11932
62284,NY,Suffolk County,Calverton,11933
62285,NY,Suffolk County,Center Moriches,11934
62286,NY,Suffolk County,Cutchogue,11935
62287,NY,Suffolk County,East Hampton,11937
62288,NY,Suffolk County,,11939
62289,NY,Suffolk County,East Moriches,11940
62290,NY,Suffolk County,Eastport,11941
62291,NY,Suffolk County,East Quogue,11942
62292,NY,Suffolk County,Greenport,11944
62293,NY,Suffolk County,Hampton Bays,11946
62296,NY,Suffolk County,Manorville,11949
62297,NY,Suffolk County,Mastic,11950
62299,NY,Suffolk County,Mattituck,11952
62300,NY,Suffolk County,Middle Island,11953
62301,NY,Suffolk County,Montauk,11954
62302,NY,Suffolk County,Moriches,11955
62304,NY,Suffolk County,,11957
62306,NY,Suffolk County,Quogue,11959
62307,NY,Suffolk County,Remsenburg,11960
62308,NY,Suffolk County,Ridge,11961
62309,NY,Suffolk County,Sagaponack,11962
62310,NY,Suffolk County,Sag Harbor,11963
62311,NY,Suffolk County,Shelter Island,11964
62312,NY,Suffolk County,Shelter Island Heights,11965
62313,NY,Suffolk County,Shirley,11967
62314,NY,Suffolk County,Southampton,11968
62317,NY,Suffolk County,Southold,11971
62318,NY,Suffolk County,Speonk,11972
62321,NY,Suffolk County,Water Mill,11976
62322,NY,Suffolk County,Westhampton,11977
62323,NY,Suffolk County,Westhampton Beach,11978
62324,NY,Suffolk County,Yaphank,11980
62326,NY,Schenectady County,Alplaus,12008
62327,NY,Albany County,Altamont,12009
62328,NY,Montgomery County,Amsterdam,12010
62329,NY,Greene County,Athens,12015
62331,NY,Columbia County,Austerlitz,12017
62332,NY,Rensselaer County,Averill Park,12018
62333,NY,Saratoga County,Ballston Lake,12019
62334,NY,Saratoga County,Ballston Spa,12020
62335,NY,Rensselaer County,Berlin,12022
62336,NY,Albany County,Berne,12023
62338,NY,Fulton County,Broadalbin,12025
62339,NY,Saratoga County,Burnt Hills,12027
62340,NY,Washington County,Buskirk,12028
62341,NY,Columbia County,Canaan,12029
62343,NY,Fulton County,Caroga Lake,12032
62344,NY,Rensselaer County,Castleton-on-Hudson,12033
62345,NY,Schoharie County,Central Bridge,12035
62347,NY,Columbia County,Chatham,12037
62349,NY,Albany County,Clarksville,12041
62351,NY,Schoharie County,Cobleskill,12043
62353,NY,Albany County,Coeymans Hollow,12046
62354,NY,Albany County,Cohoes,12047
62356,NY,Greene County,Coxsackie,12051
62357,NY,Rensselaer County,Cropseyville,12052
62358,NY,Schenectady County,Delanson,12053
62359,NY,Albany County,Delmar,12054
62361,NY,Schenectady County,Duanesburg,12056
62362,NY,Washington County,Eagle Bridge,12057
62363,NY,Greene County,Earlton,12058
62364,NY,Albany County,East Berne,12059
62365,NY,Columbia County,East Chatham,12060
62366,NY,Rensselaer County,East Greenbush,12061
62367,NY,Rensselaer County,East Nassau,12062
62368,NY,Rensselaer County,East Schodack,12063
62370,NY,Saratoga County,Clifton Park,12065
62371,NY,Schoharie County,Esperance,12066
62372,NY,Albany County,Feura Bush,12067
62373,NY,Montgomery County,Fonda,12068
62375,NY,Fulton County,Fort Johnson,12070
62377,NY,Montgomery County,Fultonville,12072
62379,NY,Saratoga County,Galway,12074
62380,NY,Columbia County,Ghent,12075
62381,NY,Schoharie County,Gilboa,12076
62382,NY,Albany County,Glenmont,12077
62383,NY,Fulton County,Gloversville,12078
62385,NY,Albany County,Greenville,12083
62386,NY,Albany County,Guilderland,12084
62388,NY,Fulton County,Hagaman,12086
62389,NY,Greene County,Hannacroix,12087
62391,NY,Rensselaer County,Hoosick Falls,12090
62392,NY,Schoharie County,Howes Cave,12092
62393,NY,Schoharie County,Jefferson,12093
62394,NY,Rensselaer County,Johnsonville,12094
62395,NY,Fulton County,Johnstown,12095
62396,NY,Columbia County,Kinderhook,12106
62398,NY,Hamilton County,Speculator,12108
62399,NY,Albany County,Latham,12110
62402,NY,Otsego County,Maryland,12116
62403,NY,Fulton County,Mayfield,12117
62404,NY,Saratoga County,Mechanicville,12118
62405,NY,Albany County,Medusa,12120
62406,NY,Rensselaer County,Melrose,12121
62407,NY,Schoharie County,Middleburgh,12122
62408,NY,Rensselaer County,Nassau,12123
62410,NY,Columbia County,New Lebanon,12125
62412,NY,Columbia County,Niverville,12130
62416,NY,Fulton County,Northville,12134
62417,NY,Columbia County,Old Chatham,12136
62418,NY,Schenectady County,Pattersonville,12137
62419,NY,Rensselaer County,Petersburg,12138
62420,NY,Hamilton County,Piseco,12139
62421,NY,Rensselaer County,Poestenkill,12140
62423,NY,Albany County,Ravena,12143
62424,NY,Rensselaer County,Rensselaer,12144
62425,NY,Albany County,Rensselaerville,12147
62426,NY,Saratoga County,Rexford,12148
62427,NY,Schoharie County,Richmondville,12149
62428,NY,Schenectady County,Rotterdam Junction,12150
62429,NY,Saratoga County,Round Lake,12151
62430,NY,Rensselaer County,Sand Lake,12153
62431,NY,Rensselaer County,Schaghticoke,12154
62432,NY,Otsego County,Schenevus,12155
62433,NY,Rensselaer County,Schodack Landing,12156
62434,NY,Schoharie County,Schoharie,12157
62435,NY,Albany County,Selkirk,12158
62436,NY,Albany County,Slingerlands,12159
62437,NY,Schoharie County,Sloansville,12160
62439,NY,Hamilton County,,12164
62441,NY,Montgomery County,Sprakers,12166
62442,NY,Delaware County,Stamford,12167
62443,NY,Rensselaer County,Stephentown,12168
62445,NY,Saratoga County,Stillwater,12170
62447,NY,Columbia County,Stuyvesant,12173
62449,NY,Schoharie County,Summit,12175
62451,NY,Montgomery County,Tribes Hill,12177
62453,NY,Rensselaer County,Troy,12180
62455,NY,Rensselaer County,Troy,12182
62456,NY,Albany County,Troy,12183
62457,NY,Columbia County,Valatie,12184
62458,NY,Rensselaer County,Valley Falls,12185
62459,NY,Albany County,Voorheesville,12186
62460,NY,Schoharie County,Warnerville,12187
62461,NY,Saratoga County,Waterford,12188
62462,NY,Albany County,Watervliet,12189
62463,NY,Hamilton County,Wells,12190
62464,NY,Greene County,West Coxsackie,12192
62465,NY,Albany County,Westerlo,12193
62468,NY,Rensselaer County,West Sand Lake,12196
62469,NY,Otsego County,Worcester,12197
62470,NY,Rensselaer County,Wynantskill,12198
62472,NY,Albany County,Albany,12202
62473,NY,Albany County,Albany,12203
62474,NY,Albany County,Menands,12204
62475,NY,Albany County,Albany,12205
62476,NY,Albany County,Albany,12206
62478,NY,Albany County,Albany,12208
62479,NY,Albany County,Albany,12209
62480,NY,Albany County,Albany,12210
62481,NY,Albany County,Albany,12211
62523,NY,Schenectady County,Schenectady,12302
62524,NY,Schenectady County,Schenectady,12303
62525,NY,Schenectady County,Schenectady,12304
62527,NY,Schenectady County,Schenectady,12306
62528,NY,Schenectady County,Schenectady,12307
62529,NY,Schenectady County,Schenectady,12308
62530,NY,Schenectady County,Schenectady,12309
62533,NY,Ulster County,Kingston,12401
62535,NY,Ulster County,Accord,12404
62536,NY,Greene County,Acra,12405
62537,NY,Ulster County,Arkville,12406
62539,NY,Ulster County,Bearsville,12409
62540,NY,Ulster County,Big Indian,12410
62541,NY,Ulster County,Bloomington,12411
62542,NY,Ulster County,Boiceville,12412
62543,NY,Greene County,Cairo,12413
62544,NY,Greene County,Catskill,12414
62547,NY,Greene County,Cornwallville,12418
62548,NY,Ulster County,Cottekill,12419
62550,NY,Delaware County,Denver,12421
62552,NY,Greene County,East Durham,12423
62553,NY,Greene County,East Jewett,12424
62554,NY,Greene County,Elka Park,12427
62555,NY,Ulster County,Ellenville,12428
62557,NY,Delaware County,Fleischmanns,12430
62558,NY,Greene County,Freehold,12431
62560,NY,Ulster County,Glenford,12433
62562,NY,Ulster County,Greenfield Park,12435
62563,NY,Greene County,Haines Falls,12436
62566,NY,Ulster County,High Falls,12440
62568,NY,Greene County,Hunter,12442
62569,NY,Ulster County,Hurley,12443
62570,NY,Greene County,Jewett,12444
62571,NY,Ulster County,Kerhonkson,12446
62573,NY,Ulster County,Lake Katrine,12449
62574,NY,Greene County,Lanesville,12450
62575,NY,Greene County,Leeds,12451
62579,NY,Delaware County,Margaretville,12455
62580,NY,Ulster County,Mount Marion,12456
62581,NY,Ulster County,Mount Tremper,12457
62582,NY,Ulster County,Napanoch,12458
62585,NY,Ulster County,Olivebridge,12461
62586,NY,Greene County,Palenville,12463
62587,NY,Ulster County,Phoenicia,12464
62588,NY,Ulster County,Pine Hill,12465
62589,NY,Ulster County,Port Ewen,12466
62590,NY,Greene County,Prattsville,12468
62591,NY,Albany County,Preston Hollow,12469
62592,NY,Greene County,Purling,12470
62594,NY,Ulster County,Rosendale,12472
62595,NY,Greene County,Round Top,12473
62596,NY,Delaware County,Roxbury,12474
62598,NY,Ulster County,Saugerities,12477
62599,NY,Ulster County,Shandaken,12480
62600,NY,Ulster County,Shokan,12481
62603,NY,Ulster County,Stone Ridge,12484
62604,NY,Greene County,Tannersville,12485
62605,NY,Ulster County,Tillson,12486
62606,NY,Ulster County,Ulster Park,12487
62609,NY,Ulster County,,12491
62610,NY,Greene County,West Kill,12492
62612,NY,Ulster County,West Shokan,12494
62613,NY,Ulster County,Willow,12495
62614,NY,Greene County,Windham,12496
62615,NY,Ulster County,Woodstock,12498
62616,NY,Dutchess County,Amenia,12501
62617,NY,Columbia County,Ancram,12502
62618,NY,Columbia County,Ancramdale,12503
62622,NY,Dutchess County,Beacon,12508
62626,NY,Columbia County,Hudson,12513
62627,NY,Dutchess County,Clinton Corners,12514
62628,NY,Ulster County,Clintondale,12515
62629,NY,Columbia County,Copake,12516
62630,NY,Columbia County,Copake,12517
62631,NY,Orange County,Cornwall,12518
62632,NY,Orange County,Cornwall on Hudson,12520
62633,NY,Columbia County,Craryville,12521
62634,NY,Dutchess County,Dover Plains,12522
62635,NY,Columbia County,Elizaville,12523
62636,NY,Dutchess County,Fishkill,12524
62637,NY,Ulster County,Gardiner,12525
62638,NY,Columbia County,Germantown,12526
62640,NY,Ulster County,Highland,12528
62641,NY,Columbia County,Hillsdale,12529
62643,NY,Dutchess County,Holmes,12531
62644,NY,Dutchess County,Hopewell Junction,12533
62645,NY,Columbia County,Hudson,12534
62647,NY,Dutchess County,Hyde Park,12538
62648,NY,Dutchess County,Lagrangeville,12540
62650,NY,Ulster County,Marlboro,12542
62651,NY,Orange County,Maybrook,12543
62653,NY,Dutchess County,Millbrook,12545
62654,NY,Dutchess County,Millerton,12546
62655,NY,Ulster County,Milton,12547
62656,NY,Ulster County,Modena,12548
62657,NY,Orange County,Montgomery,12549
62658,NY,Orange County,Newburgh,12550
62661,NY,Orange County,New Windsor,12553
62663,NY,Ulster County,New Paltz,12561
62664,NY,Putnam County,Patterson,12563
62665,NY,Dutchess County,Pawling,12564
62666,NY,Columbia County,Philmont,12565
62667,NY,Ulster County,Pine Bush,12566
62668,NY,Dutchess County,Pine Plains,12567
62670,NY,Dutchess County,Pleasant Valley,12569
62671,NY,Dutchess County,Poughquag,12570
62672,NY,Dutchess County,Red Hook,12571
62673,NY,Dutchess County,Rhinebeck,12572
62675,NY,Orange County,Rock Tavern,12575
62676,NY,Orange County,Salisbury Mills,12577
62677,NY,Dutchess County,Salt Point,12578
62678,NY,Dutchess County,Staatsburg,12580
62679,NY,Dutchess County,Stanfordville,12581
62680,NY,Dutchess County,Stormville,12582
62681,NY,Columbia County,Tivoli,12583
62683,NY,Dutchess County,Verbank,12585
62684,NY,Orange County,Walden,12586
62686,NY,Ulster County,Wallkill,12589
62687,NY,Dutchess County,Wappingers Falls,12590
62688,NY,Dutchess County,Wassaic,12592
62690,NY,Dutchess County,Wingdale,12594
62691,NY,Dutchess County,Poughkeepsie,12601
62693,NY,Dutchess County,Poughkeepsie,12603
62695,NY,Sullivan County,Monticello,12701
62696,NY,Sullivan County,Barryville,12719
62697,NY,Sullivan County,Bethel,12720
62698,NY,Sullivan County,Bloomingburg,12721
62700,NY,Sullivan County,Callicoon,12723
62703,NY,Sullivan County,Lake Huntington,12726
62705,NY,Orange County,Cuddebackville,12729
62706,NY,Sullivan County,Eldred,12732
62707,NY,Sullivan County,Fallsburg,12733
62708,NY,Sullivan County,Ferndale,12734
62709,NY,Sullivan County,Fremont Center,12736
62710,NY,Sullivan County,Glen Spey,12737
62712,NY,Sullivan County,Grahamsville,12740
62715,NY,Sullivan County,Highland Lake,12743
62717,NY,Orange County,Huguenot,12746
62718,NY,Sullivan County,Hurleyville,12747
62719,NY,Sullivan County,Jeffersonville,12748
62722,NY,Sullivan County,Kiamesha Lake,12751
62724,NY,Sullivan County,Liberty,12754
62725,NY,Sullivan County,Livingston Manor,12758
62726,NY,Sullivan County,Loch Sheldrake,12759
62729,NY,Sullivan County,Mountain Dale,12763
62730,NY,Sullivan County,Narrowsburg,12764
62731,NY,Sullivan County,Neversink,12765
62732,NY,Sullivan County,North Branch,12766
62734,NY,Sullivan County,Parksville,12768
62737,NY,Orange County,Port Jervis,12771
62738,NY,Sullivan County,Rock Hill,12775
62739,NY,Sullivan County,Roscoe,12776
62740,NY,Sullivan County,Forestburgh,12777
62742,NY,Sullivan County,South Fallsburg,12779
62743,NY,Orange County,Sparrow Bush,12780
62746,NY,Sullivan County,Swan Lake,12783
62748,NY,Sullivan County,Wurtsboro,12785
62751,NY,Sullivan County,Woodbourne,12788
62752,NY,Sullivan County,Woodridge,12789
62753,NY,Sullivan County,Wurtsboro,12790
62754,NY,Sullivan County,Youngsville,12791
62755,NY,Sullivan County,Yulan,12792
62756,NY,Warren County,Glens Falls,12801
62757,NY,Saratoga County,South Glens Falls,12803
62758,NY,Warren County,Queensbury,12804
62759,NY,Warren County,Adirondack,12808
62760,NY,Washington County,Argyle,12809
62761,NY,Warren County,Athol,12810
62764,NY,Warren County,Bolton Landing,12814
62765,NY,Warren County,Brant Lake,12815
62766,NY,Washington County,Cambridge,12816
62767,NY,Warren County,Chestertown,12817
62771,NY,Saratoga County,Corinth,12822
62773,NY,Warren County,Diamond Point,12824
62774,NY,Washington County,Fort Ann,12827
62775,NY,Saratoga County,Fort Edward,12828
62776,NY,Saratoga County,Gansevoort,12831
62777,NY,Washington County,Granville,12832
62778,NY,Saratoga County,Greenfield Center,12833
62779,NY,Washington County,Greenwich,12834
62780,NY,Saratoga County,Hadley,12835
62781,NY,Warren County,Hague,12836
62782,NY,Washington County,Whitehall,12837
62783,NY,Washington County,Hartford,12838
62784,NY,Washington County,Hudson Falls,12839
62786,NY,Hamilton County,Indian Lake,12842
62787,NY,Warren County,Johnsburg,12843
62788,NY,Warren County,Katskill Bay,12844
62789,NY,Warren County,Lake George,12845
62790,NY,Warren County,Lake Luzerne,12846
62791,NY,Hamilton County,Long Lake,12847
62793,NY,Washington County,Middle Granville,12849
62794,NY,Saratoga County,Middle Grove,12850
62795,NY,Essex County,Minerva,12851
62796,NY,Essex County,Newcomb,12852
62797,NY,Warren County,North Creek,12853
62800,NY,Hamilton County,Wells,12856
62801,NY,Essex County,Olmstedville,12857
62803,NY,Saratoga County,Porter Corners,12859
62804,NY,Warren County,Pottersville,12860
62805,NY,Washington County,Putnam Station,12861
62807,NY,Saratoga County,Rock City Falls,12863
62809,NY,Washington County,Salem,12865
62810,NY,Saratoga County,Saratoga Springs,12866
62811,NY,Essex County,Schroon Lake,12870
62812,NY,Saratoga County,Schuylerville,12871
62814,NY,Washington County,Shushan,12873
62815,NY,Warren County,Silver Bay,12874
62818,NY,Essex County,Ticonderoga,12883
62820,NY,Warren County,Warrensburg,12885
62822,NY,Washington County,Whitehall,12887
62823,NY,Clinton County,Plattsburgh,12901
62824,NY,Clinton County,Plattsburgh,12903
62825,NY,Clinton County,Altona,12910
62827,NY,Essex County,Au Sable Forks,12912
62828,NY,Essex County,Bloomingdale,12913
62831,NY,Franklin County,Brushton,12916
62832,NY,Franklin County,Burke,12917
62833,NY,Clinton County,Burke,12918
62834,NY,Clinton County,Champlain,12919
62835,NY,Franklin County,Chateaugay,12920
62836,NY,Clinton County,Chazy,12921
62840,NY,Franklin County,Constable,12926
62842,NY,Essex County,Crown Point,12928
62843,NY,Clinton County,Dannemora,12929
62844,NY,Franklin County,Dickinson Center,12930
62845,NY,Essex County,Elizabethtown,12932
62847,NY,Clinton County,Ellenburg Center,12934
62848,NY,Clinton County,Altona,12935
62849,NY,Essex County,Essex,12936
62850,NY,Franklin County,Fort Covington,12937
62852,NY,Essex County,Jay,12941
62853,NY,Essex County,Keene,12942
62854,NY,Essex County,Keene Valley,12943
62855,NY,Essex County,Keeseville,12944
62856,NY,Franklin County,Lake Clear,12945
62857,NY,Essex County,Lake Placid,12946
62859,NY,Essex County,Lewis,12950
62860,NY,Clinton County,Lyon Mountain,12952
62861,NY,Franklin County,Malone,12953
62863,NY,Essex County,Mineville,12956
62864,NY,Franklin County,Moira,12957
62865,NY,Clinton County,Mooers,12958
62866,NY,Clinton County,Mooers Forks,12959
62867,NY,Essex County,Moriah,12960
62869,NY,Clinton County,Morrisonville,12962
62872,NY,Franklin County,North Bangor,12966
62873,NY,Saint Lawrence County,North Lawrence,12967
62874,NY,Franklin County,Owls Head,12969
62875,NY,Franklin County,Paul Smiths,12970
62876,NY,Clinton County,Peru,12972
62878,NY,Essex County,Port Henry,12974
62883,NY,Clinton County,Rouses Point,12979
62884,NY,Franklin County,Saint Regis Falls,12980
62885,NY,Clinton County,Saranac,12981
62886,NY,Essex County,Saranac Lake,12983
62887,NY,Clinton County,Schuyler Falls,12985
62888,NY,Franklin County,Tupper Lake,12986
62890,NY,Franklin County,Vermontville,12989
62891,NY,Clinton County,West Chazy,12992
62892,NY,Essex County,Westport,12993
62894,NY,Essex County,Willsboro,12996
62895,NY,Essex County,Wilmington,12997
62896,NY,Essex County,Witherbee,12998
62898,NY,Cayuga County,Auburn,13021
62901,NY,Cayuga County,Aurora,13026
62902,NY,Onondaga County,Baldwinsville,13027
62903,NY,Oswego County,Bernhards Bay,13028
62904,NY,Onondaga County,Brewerton,13029
62905,NY,Madison County,Bridgeport,13030
62906,NY,Onondaga County,Camillus,13031
62907,NY,Madison County,Canastota,13032
62908,NY,Cayuga County,Cato,13033
62909,NY,Cayuga County,Cayuga,13034
62910,NY,Madison County,Cazenovia,13035
62911,NY,Oswego County,Central Square,13036
62912,NY,Madison County,Chittenango,13037
62913,NY,Onondaga County,Cicero,13039
62914,NY,Cortland County,Cincinnatus,13040
62915,NY,Onondaga County,Clay,13041
62916,NY,Oneida County,Cleveland,13042
62918,NY,Oswego County,,13044
62919,NY,Cortland County,Cortland,13045
62921,NY,Chenango County,De Ruyter,13052
62922,NY,Tompkins County,Dryden,13053
62923,NY,Oneida County,Durhamville,13054
62925,NY,Onondaga County,East Syracuse,13057
62926,NY,Onondaga County,Elbridge,13060
62927,NY,Madison County,Erieville,13061
62929,NY,Onondaga County,Fabius,13063
62932,NY,Onondaga County,Fayetteville,13066
62933,NY,Tompkins County,Freeville,13068
62934,NY,Oswego County,Fulton,13069
62935,NY,Cayuga County,Genoa,13071
62936,NY,Madison County,Georgetown,13072
62937,NY,Tompkins County,Groton,13073
62938,NY,Oswego County,Hannibal,13074
62939,NY,Oswego County,Hastings,13076
62940,NY,Cortland County,Homer,13077
62941,NY,Onondaga County,Jamesville,13078
62942,NY,Onondaga County,Jordan,13080
62943,NY,Cayuga County,King Ferry,13081
62944,NY,Madison County,Kirkville,13082
62945,NY,Oswego County,Lacona,13083
62946,NY,Onondaga County,La Fayette,13084
62948,NY,Onondaga County,Liverpool,13088
62950,NY,Onondaga County,Liverpool,13090
62951,NY,Cayuga County,Locke,13092
62953,NY,Cortland County,Mc Graw,13101
62956,NY,Onondaga County,Manlius,13104
62958,NY,Onondaga County,Marcellus,13108
62959,NY,Onondaga County,Marietta,13110
62960,NY,Cayuga County,Martville,13111
62961,NY,Onondaga County,Memphis,13112
62963,NY,Oswego County,Mexico,13114
62965,NY,Onondaga County,Minoa,13116
62967,NY,Cayuga County,Moravia,13118
62969,NY,Onondaga County,Nedrow,13120
62971,NY,Madison County,New Woodstock,13122
62974,NY,Oswego County,Oswego,13126
62976,NY,Oswego County,Parish,13131
62977,NY,Oswego County,Pennellville,13132
62979,NY,Oswego County,Phoenix,13135
62984,NY,Cayuga County,Port Byron,13140
62985,NY,Cortland County,Preble,13141
62986,NY,Oswego County,Pulaski,13142
62987,NY,Wayne County,Red Creek,13143
62988,NY,Oswego County,Richland,13144
62989,NY,Oswego County,Sandy Creek,13145
62990,NY,Wayne County,Savannah,13146
62991,NY,Cayuga County,Scipio Center,13147
62992,NY,Seneca County,Seneca Falls,13148
62993,NY,Onondaga County,Skaneateles,13152
62997,NY,Cayuga County,Sterling,13156
62998,NY,Oneida County,Sylvan Beach,13157
62999,NY,Cortland County,Cuyler,13158
63000,NY,Onondaga County,Tully,13159
63001,NY,Cayuga County,Cayuga,13160
