State ,County,Family,Housing1,Food1,Transportation1,Healthcare1,Other Necessities1,Childcare1,Taxes1,Total1,Housing2,Food2,Transportation2,Healthcare2,Other Necessities 2,Childcare2,Taxes2,Total2,median_family_income,st_cost_rank,st_income_rank
IL,Henry County,2p4c,935,993,1311,1863,699,1405,788,7994,11221,11916,15731,22358,8383,16861,9460,95930,78150,70,27
IL,Iroquois County,1p0c,528,259,955,506,285,0,503,3036,6336,3113,11457,6067,3424,0,6034,36429,68964,73,59
IL,Iroquois County,1p1c,700,382,1013,753,392,574,553,4367,8400,4587,12153,9031,4706,6882,6639,52399,68964,73,59
IL,Iroquois County,1p2c,700,560,1121,1000,457,986,591,5414,8400,6721,13455,11995,5479,11832,7087,64969,68964,73,59
IL,Iroquois County,1p3c,913,747,1165,1247,602,1113,733,6519,10956,8966,13983,14960,7219,13355,8793,78231,68964,73,59
IL,Iroquois County,1p4c,913,915,1188,1494,662,1113,720,7005,10956,10975,14261,17924,7946,13355,8643,84060,68964,73,59
IL,Iroquois County,2p0c,531,476,1117,1011,365,0,612,4112,6372,5706,13401,12133,4376,0,7349,49338,68964,73,59
IL,Iroquois County,2p1c,700,592,1228,1258,468,574,736,5555,8400,7102,14734,15098,5617,6882,8827,66660,68964,73,59
IL,Iroquois County,2p2c,700,750,1269,1505,525,986,750,6485,8400,8995,15230,18062,6303,11832,8999,77820,68964,73,59
IL,Iroquois County,2p3c,913,915,1291,1752,662,1113,811,7457,10956,10982,15487,21026,7949,13355,9730,89485,68964,73,59
IL,Iroquois County,2p4c,913,1120,1296,1999,737,1113,779,7956,10956,13439,15547,23991,8839,13355,9345,95472,68964,73,59
IL,Jackson County,1p0c,500,250,819,589,272,0,477,2907,6000,2998,9827,7069,3260,0,5724,34879,61076,19,93
IL,Jackson County,1p1c,758,368,864,898,408,760,616,4673,9096,4419,10371,10775,4897,9123,7398,56078,61076,19,93
IL,Jackson County,1p2c,758,540,958,1207,470,1277,722,5932,9096,6474,11494,14481,5642,15327,8668,71181,61076,19,93
IL,Jackson County,1p3c,988,720,995,1516,619,1436,923,7196,11856,8637,11935,18186,7426,17235,11072,86348,61076,19,93
IL,Jackson County,1p4c,988,881,1011,1824,677,1436,945,7763,11856,10573,12131,21892,8127,17235,11340,93153,61076,19,93
IL,Jackson County,2p0c,580,458,986,1178,376,0,632,4211,6960,5497,11834,14139,4514,0,7587,50530,61076,19,93
IL,Jackson County,2p1c,758,570,1083,1487,481,760,818,5958,9096,6842,13002,17844,5775,9123,9820,71501,61076,19,93
IL,Jackson County,2p2c,758,722,1118,1796,536,1277,874,7081,9096,8665,13416,21550,6435,15327,10488,84977,61076,19,93
IL,Jackson County,2p3c,988,882,1133,2105,677,1436,979,8200,11856,10579,13593,25256,8129,17235,11751,98399,61076,19,93
IL,Jackson County,2p4c,988,1079,1131,2413,749,1436,991,8788,11856,12946,13573,28961,8987,17235,11892,105451,61076,19,93
IL,Jasper County,1p0c,476,243,969,599,261,0,506,3054,5712,2915,11631,7183,3126,0,6076,36643,69335,35,57
IL,Jasper County,1p1c,700,358,1039,892,383,579,589,4540,8400,4297,12466,10702,4600,6944,7068,54477,69335,35,57
IL,Jasper County,1p2c,700,525,1156,1185,444,995,652,5656,8400,6295,13876,14220,5325,11938,7819,67873,69335,35,57
IL,Jasper County,1p3c,994,700,1207,1478,614,1123,858,6973,11928,8398,14479,17739,7365,13474,10291,83674,69335,35,57
IL,Jasper County,1p4c,994,857,1236,1771,671,1123,875,7527,11928,10280,14828,21258,8047,13474,10506,90320,69335,35,57
IL,Jasper County,2p0c,607,445,1135,1197,381,0,679,4445,7284,5345,13615,14365,4576,0,8150,53335,69335,35,57
IL,Jasper County,2p1c,700,554,1254,1490,455,579,790,5822,8400,6652,15047,17884,5454,6944,9485,69867,69335,35,57
IL,Jasper County,2p2c,700,702,1301,1784,508,995,817,6807,8400,8425,15618,21403,6096,11938,9804,81684,69335,35,57
IL,Jasper County,2p3c,994,857,1328,2077,671,1123,921,7971,11928,10286,15942,24922,8049,13474,11057,95658,69335,35,57
IL,Jasper County,2p4c,994,1049,1339,2370,740,1123,928,8543,11928,12588,16070,28441,8883,13474,11133,102517,69335,35,57
IL,Jefferson County,1p0c,502,236,870,599,267,0,488,2962,6024,2832,10441,7183,3209,0,5857,35547,63731,45,81
IL,Jefferson County,1p1c,761,348,930,892,402,585,580,4497,9132,4174,11161,10702,4821,7014,6963,53967,63731,45,81
IL,Jefferson County,1p2c,761,510,1035,1185,460,1005,635,5591,9132,6116,12419,14220,5525,12058,7621,67092,63731,45,81
IL,Jefferson County,1p3c,959,680,1079,1478,594,1134,783,6707,11508,8159,12946,17739,7126,13611,9395,80484,63731,45,81
IL,Jefferson County,1p4c,959,832,1102,1771,649,1134,790,7237,11508,9987,13218,21258,7789,13611,9475,86846,63731,45,81
IL,Jefferson County,2p0c,582,433,1036,1197,368,0,641,4257,6984,5193,12428,14365,4412,0,7697,51080,63731,45,81
IL,Jefferson County,2p1c,761,539,1143,1490,471,585,779,5768,9132,6463,13716,17884,5651,7014,9351,69211,63731,45,81
IL,Jefferson County,2p2c,761,682,1184,1784,523,1005,804,6742,9132,8185,14210,21403,6275,12058,9642,80905,63731,45,81
IL,Jefferson County,2p3c,959,833,1205,2077,649,1134,867,7724,11508,9993,14459,24922,7791,13611,10403,92687,63731,45,81
IL,Jefferson County,2p4c,959,1019,1209,2370,717,1134,857,8265,11508,12230,14513,28441,8601,13611,10281,99184,63731,45,81
IL,Jersey County,1p0c,478,254,953,527,265,0,489,2966,5735,3050,11434,6325,3183,0,5867,35595,86756,27,12
IL,Jersey County,1p1c,668,375,1069,805,378,730,608,4633,8017,4495,12832,9661,4534,8761,7299,55600,86756,27,12
IL,Jersey County,1p2c,668,549,1143,1083,441,1227,688,5798,8017,6586,13712,12997,5292,14719,8255,69578,86756,27,12
IL,Jersey County,1p3c,872,732,1195,1361,581,1379,860,6980,10462,8787,14334,16333,6975,16552,10315,83758,86756,27,12
IL,Jersey County,1p4c,872,896,1225,1639,641,1379,876,7528,10462,10755,14698,19669,7688,16552,10510,90334,86756,27,12
IL,Jersey County,2p0c,521,466,1174,1054,358,0,631,4203,6248,5592,14088,12651,4290,0,7569,50439,86756,27,12
IL,Jersey County,2p1c,668,580,1243,1332,452,730,784,5790,8017,6960,14919,15987,5427,8761,9405,69476,86756,27,12
IL,Jersey County,2p2c,668,735,1292,1610,508,1227,830,6870,8017,8815,15508,19323,6099,14719,9962,82442,86756,27,12
IL,Jersey County,2p3c,872,897,1321,1888,641,1379,904,7902,10462,10762,15847,22659,7690,16552,10850,94822,86756,27,12
IL,Jersey County,2p4c,872,1098,1387,2166,714,1379,928,8543,10462,13170,16643,25995,8563,16552,11134,102518,86756,27,12
IL,Jo Daviess County,1p0c,531,276,950,483,292,0,503,3035,6372,3310,11405,5791,3508,0,6031,36416,76945,75,31
IL,Jo Daviess County,1p1c,700,406,1016,718,401,565,552,4359,8400,4878,12195,8618,4811,6783,6620,52304,76945,75,31
IL,Jo Daviess County,1p2c,700,596,1130,954,469,972,590,5410,8400,7147,13557,11445,5633,11662,7076,64920,76945,75,31
IL,Jo Daviess County,1p3c,871,794,1178,1189,603,1097,713,6446,10452,9534,14133,14272,7242,13163,8561,77357,76945,75,31
IL,Jo Daviess County,1p4c,871,973,1205,1425,668,1097,700,6938,10452,11670,14454,17099,8016,13163,8402,83256,76945,75,31
IL,Jo Daviess County,2p0c,578,506,1117,965,393,0,627,4186,6936,6068,13408,11581,4712,0,7528,50232,76945,75,31
IL,Jo Daviess County,2p1c,700,629,1233,1201,482,565,733,5543,8400,7552,14796,14409,5780,6783,8798,66518,76945,75,31
IL,Jo Daviess County,2p2c,700,797,1278,1436,542,972,747,6473,8400,9564,15341,17236,6509,11662,8969,77681,76945,75,31
IL,Jo Daviess County,2p3c,871,973,1303,1672,668,1097,794,7379,10452,11677,15639,20063,8018,13163,9532,88544,76945,75,31
IL,Jo Daviess County,2p4c,871,1191,1312,1908,747,1097,761,7887,10452,14290,15743,22890,8965,13163,9137,94641,76945,75,31
IL,Johnson County,1p0c,462,239,948,599,254,0,495,2996,5544,2864,11374,7183,3046,0,5937,35949,65122,48,74
IL,Johnson County,1p1c,700,352,1019,892,381,573,580,4497,8400,4220,12227,10702,4573,6876,6961,53959,65122,48,74
IL,Johnson County,1p2c,700,515,1134,1185,440,985,636,5596,8400,6183,13609,14220,5284,11821,7637,67155,65122,48,74
IL,Johnson County,1p3c,871,687,1182,1478,565,1112,773,6668,10452,8249,14188,17739,6776,13343,9270,80017,65122,48,74
IL,Johnson County,1p4c,871,841,1209,1771,620,1112,780,7205,10452,10097,14506,21258,7446,13343,9361,86463,65122,48,74
IL,Johnson County,2p0c,531,437,1107,1197,351,0,644,4267,6372,5250,13284,14365,4211,0,7722,51204,65122,48,74
IL,Johnson County,2p1c,700,544,1223,1490,451,573,778,5760,8400,6534,14682,17884,5411,6876,9332,69119,65122,48,74
IL,Johnson County,2p2c,700,690,1269,1784,504,985,801,6732,8400,8275,15228,21403,6042,11821,9618,80787,65122,48,74
IL,Johnson County,2p3c,871,842,1293,2077,621,1112,856,7672,10452,10103,15522,24922,7448,13343,10271,92061,65122,48,74
IL,Johnson County,2p4c,871,1030,1302,2370,689,1112,845,8219,10452,12364,15618,28441,8267,13343,10140,98625,65122,48,74
IL,Kane County,1p0c,1012,261,844,425,461,0,619,3622,12142,3133,10128,5101,5535,0,7425,43465,97554,6,7
IL,Kane County,1p1c,1299,385,930,652,610,980,825,5681,15586,4618,11166,7829,7320,11755,9897,68170,97554,6,7
IL,Kane County,1p2c,1299,564,1018,880,675,1646,1042,7123,15586,6766,12222,10557,8099,19749,12502,85479,97554,6,7
IL,Kane County,1p3c,1649,752,1086,1107,870,1851,1350,8665,19785,9026,13030,13285,10439,22208,16204,103976,97554,6,7
IL,Kane County,1p4c,1649,921,1177,1334,931,1851,1390,9253,19785,11048,14121,16013,11172,22208,16686,111033,97554,6,7
IL,Kane County,2p0c,1122,479,1045,850,580,0,757,4833,13462,5744,12538,10203,6959,0,9088,57995,97554,6,7
IL,Kane County,2p1c,1299,596,1129,1078,686,980,979,6746,15586,7149,13551,12930,8238,11755,11746,80955,97554,6,7
IL,Kane County,2p2c,1299,755,1194,1305,744,1646,1065,8007,15586,9055,14328,15658,8928,19749,12780,96083,97554,6,7
IL,Kane County,2p3c,1649,921,1289,1532,931,1851,1317,9490,19785,11055,15470,18386,11175,22208,15800,113879,97554,6,7
IL,Kane County,2p4c,1649,1127,1317,1759,1006,1851,1322,10031,19785,13529,15808,21114,12071,22208,15862,120377,97554,6,7
IL,Kankakee County,1p0c,640,251,832,429,323,0,488,2962,7680,3009,9979,5149,3873,0,5857,35547,75231,21,34
IL,Kankakee County,1p1c,945,370,897,658,476,842,651,4839,11340,4434,10769,7901,5716,10103,7807,58069,75231,21,34
IL,Kankakee County,1p2c,945,541,1011,888,539,1414,768,6106,11340,6497,12131,10653,6463,16973,9211,73267,75231,21,34
IL,Kankakee County,1p3c,1272,722,1066,1117,723,1591,1012,7502,15264,8667,12787,13404,8671,19087,12138,90019,75231,21,34
IL,Kankakee County,1p4c,1272,884,1100,1346,781,1591,1010,7984,15264,10609,13195,16156,9375,19087,12122,95807,75231,21,34
IL,Kankakee County,2p0c,717,460,1011,858,426,0,606,4077,8604,5516,12127,10299,5116,0,7267,48929,75231,21,34
IL,Kankakee County,2p1c,945,572,1127,1088,550,842,814,5937,11340,6865,13526,13050,6597,10103,9768,71250,75231,21,34
IL,Kankakee County,2p2c,945,725,1179,1317,605,1414,868,7053,11340,8695,14152,15802,7259,16973,10418,84640,75231,21,34
IL,Kankakee County,2p3c,1272,885,1212,1546,781,1591,1002,8288,15264,10616,14539,18554,9377,19087,12021,99457,75231,21,34
IL,Kankakee County,2p4c,1272,1083,1227,1775,853,1591,993,8794,15264,12991,14730,21305,10238,19087,11911,105526,75231,21,34
IL,Kendall County,1p0c,967,247,915,429,440,0,617,3615,11604,2967,10974,5149,5280,0,7409,43384,108138,5,3
IL,Kendall County,1p1c,1283,364,999,658,597,995,839,5735,15396,4373,11983,7901,7163,11936,10063,68815,108138,5,3
IL,Kendall County,1p2c,1283,534,1079,888,658,1671,1054,7167,15396,6407,12946,10653,7900,20052,12652,86007,108138,5,3
IL,Kendall County,1p3c,1836,712,1183,1117,923,1879,1491,9141,22032,8548,14191,13404,11080,22550,17891,109695,108138,5,3
IL,Kendall County,1p4c,1836,872,1220,1346,981,1879,1506,9641,22032,10463,14643,16156,11774,22550,18073,115690,108138,5,3
IL,Kendall County,2p0c,974,453,1108,858,517,0,716,4626,11688,5440,13294,10299,6206,0,8590,55516,108138,5,3
IL,Kendall County,2p1c,1283,564,1184,1088,669,995,983,6765,15396,6771,14205,13050,8032,11936,11792,81182,108138,5,3
IL,Kendall County,2p2c,1283,715,1290,1317,724,1671,1080,8079,15396,8575,15485,15802,8686,20052,12958,96954,108138,5,3
IL,Kendall County,2p3c,1836,872,1326,1546,981,1879,1416,9857,22032,10469,15912,18554,11776,22550,16987,118281,108138,5,3
IL,Kendall County,2p4c,1836,1068,1344,1775,1052,1879,1420,10375,22032,12812,16129,21305,12625,22550,17041,124494,108138,5,3
IL,Knox County,1p0c,462,236,860,519,253,0,452,2781,5544,2832,10315,6223,3035,0,5422,33371,65005,96,76
IL,Knox County,1p1c,700,348,915,772,380,570,519,4204,8400,4174,10981,9265,4556,6844,6233,50453,65005,96,76
IL,Knox County,1p2c,700,510,1021,1026,438,980,551,5225,8400,6116,12248,12306,5260,11766,6609,62704,65005,96,76
IL,Knox County,1p3c,933,680,1067,1279,584,1107,684,6334,11196,8159,12806,15348,7013,13280,8204,76006,65005,96,76
IL,Knox County,1p4c,933,832,1093,1533,640,1107,657,6794,11196,9987,13119,18390,7676,13280,7883,81531,65005,96,76
IL,Knox County,2p0c,531,433,1034,1037,349,0,584,3968,6372,5193,12411,12445,4190,0,7005,47616,65005,96,76
IL,Knox County,2p1c,700,539,1143,1291,449,570,703,5394,8400,6463,13721,15487,5385,6844,8430,64731,65005,96,76
IL,Knox County,2p2c,700,682,1188,1544,501,980,713,6308,8400,8185,14250,18529,6009,11766,8553,75693,65005,96,76
IL,Knox County,2p3c,933,833,1212,1798,640,1107,778,7299,11196,9993,14543,21571,7678,13280,9331,87592,65005,96,76
IL,Knox County,2p4c,933,1019,1220,2051,707,1107,732,7770,11196,12230,14641,24613,8488,13280,8787,93235,65005,96,76
IL,Lake County,1p0c,1055,284,831,444,485,0,643,3743,12660,3413,9972,5329,5824,0,7714,44913,111388,3,2
IL,Lake County,1p1c,1354,419,919,681,643,1002,881,5899,16251,5031,11023,8170,7711,12022,10576,70783,111388,3,2
IL,Lake County,1p2c,1354,614,1007,918,713,1683,1125,7414,16251,7371,12083,11012,8559,20197,13495,88968,111388,3,2
IL,Lake County,1p3c,1719,819,1074,1154,920,1893,1461,9041,20630,9833,12893,13853,11038,22713,17537,108495,111388,3,2
IL,Lake County,1p4c,1719,1003,1164,1391,986,1893,1515,9672,20630,12036,13974,16694,11836,22713,18184,116066,111388,3,2
IL,Lake County,2p0c,1170,521,1034,888,613,0,795,5021,14037,6258,12402,10659,7354,0,9542,60251,111388,3,2
IL,Lake County,2p1c,1354,649,1118,1125,726,1002,1031,7006,16251,7789,13418,13500,8710,12022,12378,84068,111388,3,2
IL,Lake County,2p2c,1354,822,1183,1362,789,1683,1146,8339,16251,9864,14197,16341,9463,20197,13754,100067,111388,3,2
IL,Lake County,2p3c,1719,1004,1277,1598,987,1893,1429,9907,20630,12043,15330,19182,11839,22713,17152,118888,111388,3,2
IL,Lake County,2p4c,1719,1228,1305,1835,1068,1893,1458,10507,20630,14738,15662,22023,12815,22713,17498,126079,111388,3,2
IL,La Salle County,1p0c,565,246,883,519,294,0,496,3002,6780,2947,10596,6223,3524,0,5952,36022,72955,62,39
IL,La Salle County,1p1c,797,362,942,772,420,609,576,4478,9564,4342,11303,9265,5039,7304,6915,53732,72955,62,39
IL,La Salle County,1p2c,797,530,1049,1026,481,1046,626,5555,9564,6362,12588,12306,5771,12557,7512,66662,72955,62,39
IL,La Salle County,1p3c,1084,707,1095,1279,649,1181,809,6805,13008,8488,13142,15348,7789,14174,9712,81660,72955,62,39
IL,La Salle County,1p4c,1084,866,1120,1533,706,1181,808,7298,13008,10390,13444,18390,8478,14174,9692,87576,72955,62,39
IL,La Salle County,2p0c,605,450,1057,1037,382,0,621,4152,7260,5402,12684,12445,4588,0,7446,49825,72955,62,39
IL,La Salle County,2p1c,797,560,1167,1291,492,609,760,5676,9564,6723,14005,15487,5902,7304,9125,68110,72955,62,39
IL,La Salle County,2p2c,797,710,1210,1544,546,1046,781,6635,9564,8515,14526,18529,6551,12557,9373,79616,72955,62,39
IL,La Salle County,2p3c,1084,866,1234,1798,707,1181,870,7740,13008,10396,14807,21571,8480,14174,10443,92879,72955,62,39
IL,La Salle County,2p4c,1084,1060,1241,2051,777,1181,852,8246,13008,12722,14893,24613,9323,14174,10224,98956,72955,62,39
IL,Lawrence County,1p0c,476,246,902,599,261,0,490,2974,5712,2947,10821,7183,3137,0,5885,35684,61949,49,92
IL,Lawrence County,1p1c,700,362,961,892,385,581,571,4451,8400,4342,11538,10702,4617,6968,6850,53417,61949,49,92
IL,Lawrence County,1p2c,700,530,1070,1185,446,998,626,5555,8400,6362,12839,14220,5349,11980,7513,66663,61949,49,92
IL,Lawrence County,1p3c,911,707,1116,1478,586,1127,784,6709,10932,8488,13391,17739,7037,13522,9403,80511,61949,49,92
IL,Lawrence County,1p4c,911,866,1141,1771,644,1127,795,7255,10932,10390,13693,21258,7726,13522,9539,87058,61949,49,92
IL,Lawrence County,2p0c,531,450,1073,1197,356,0,639,4246,6372,5402,12874,14365,4266,0,7671,50951,61949,49,92
IL,Lawrence County,2p1c,700,560,1184,1490,457,581,775,5747,8400,6723,14211,17884,5480,6968,9301,68968,61949,49,92
IL,Lawrence County,2p2c,700,710,1228,1784,511,998,801,6731,8400,8515,14734,21403,6129,11980,9615,80775,61949,49,92
IL,Lawrence County,2p3c,911,866,1251,2077,644,1127,872,7748,10932,10396,15014,24922,7728,13522,10464,92978,61949,49,92
IL,Lawrence County,2p4c,911,1060,1258,2370,714,1127,868,8308,10932,12722,15100,28441,8571,13522,10413,99700,61949,49,92
IL,Lee County,1p0c,490,230,893,483,261,0,459,2815,5880,2760,10719,5791,3131,0,5505,33785,77646,101,28
IL,Lee County,1p1c,720,339,953,718,384,578,521,4213,8640,4067,11435,8618,4604,6936,6255,50555,77646,101,28
IL,Lee County,1p2c,720,497,1060,954,441,994,548,5213,8640,5959,12724,11445,5290,11924,6578,62560,77646,101,28
IL,Lee County,1p3c,920,662,1106,1189,573,1122,656,6229,11040,7950,13271,14272,6881,13458,7873,74746,77646,101,28
IL,Lee County,1p4c,920,811,1131,1425,627,1122,613,6648,11040,9731,13566,17099,7526,13458,7351,79772,77646,101,28
IL,Lee County,2p0c,556,422,1063,965,354,0,578,3938,6672,5060,12762,11581,4251,0,6933,47258,77646,101,28
IL,Lee County,2p1c,720,525,1174,1201,451,578,691,5339,8640,6297,14082,14409,5412,6936,8294,64070,77646,101,28
IL,Lee County,2p2c,720,665,1217,1436,502,994,696,6229,8640,7975,14598,17236,6020,11924,8355,74748,77646,101,28
IL,Lee County,2p3c,920,811,1239,1672,627,1122,743,7134,11040,9737,14872,20063,7528,13458,8912,85611,77646,101,28
IL,Lee County,2p4c,920,993,1246,1908,693,1122,688,7569,11040,11916,14948,22890,8318,13458,8252,90823,77646,101,28
IL,Livingston County,1p0c,480,237,909,506,260,0,467,2858,5760,2843,10906,6067,3117,0,5608,34301,72940,86,40
IL,Livingston County,1p1c,727,349,1011,753,390,583,553,4365,8724,4190,12126,9031,4679,6991,6635,52375,72940,86,40
IL,Livingston County,1p2c,727,512,1076,1000,449,1002,575,5339,8724,6138,12911,11995,5385,12018,6897,64069,72940,86,40
IL,Livingston County,1p3c,953,682,1121,1247,593,1130,711,6437,11436,8189,13453,14960,7111,13565,8532,77245,72940,86,40
IL,Livingston County,1p4c,953,835,1145,1494,648,1130,686,6892,11436,10024,13743,17924,7776,13565,8236,82703,72940,86,40
IL,Livingston County,2p0c,570,434,1130,1011,364,0,615,4125,6840,5212,13564,12133,4367,0,7381,49497,72940,86,40
IL,Livingston County,2p1c,727,541,1192,1258,459,583,720,5480,8724,6487,14304,15098,5511,6991,8641,65755,72940,86,40
IL,Livingston County,2p2c,727,685,1235,1505,511,1002,731,6395,8724,8215,14815,18062,6138,12018,8774,76746,72940,86,40
IL,Livingston County,2p3c,953,836,1257,1752,648,1130,792,7369,11436,10030,15083,21026,7778,13565,9506,88425,72940,86,40
IL,Livingston County,2p4c,953,1023,1263,1999,716,1130,748,7832,11436,12274,15151,23991,8591,13565,8973,93981,72940,86,40
IL,Logan County,1p0c,482,222,867,511,255,0,454,2791,5784,2666,10404,6127,3062,0,5445,33489,76454,102,32
IL,Logan County,1p1c,709,327,917,760,376,576,514,4180,8508,3930,11009,9121,4507,6910,6170,50155,76454,102,32
IL,Logan County,1p2c,709,480,1017,1010,431,990,540,5177,8508,5758,12206,12115,5169,11880,6486,62122,76454,102,32
IL,Logan County,1p3c,938,640,1058,1259,572,1117,660,6244,11256,7681,12691,15109,6862,13409,7921,74929,76454,102,32
IL,Logan County,1p4c,938,783,1077,1509,624,1117,618,6667,11256,9402,12926,18103,7485,13409,7421,80003,76454,102,32
IL,Logan County,2p0c,545,407,1040,1021,345,0,577,3936,6540,4888,12478,12253,4141,0,6927,47227,76454,102,32
IL,Logan County,2p1c,709,507,1143,1271,441,576,691,5337,8508,6084,13720,15248,5287,6910,8290,64047,76454,102,32
IL,Logan County,2p2c,709,642,1181,1520,490,990,696,6228,8508,7705,14176,18242,5875,11880,8353,74740,76454,102,32
IL,Logan County,2p3c,938,784,1199,1770,624,1117,754,7186,11256,9408,14393,21236,7487,13409,9044,86233,76454,102,32
IL,Logan County,2p4c,938,959,1201,2019,688,1117,699,7622,11256,11513,14412,24230,8250,13409,8389,91459,76454,102,32
IL,McDonough County,1p0c,572,238,845,519,293,0,486,2953,6864,2853,10136,6223,3521,0,5834,35431,72368,95,45
IL,McDonough County,1p1c,700,350,900,772,381,584,520,4208,8400,4205,10805,9265,4567,7010,6242,50493,72368,95,45
IL,McDonough County,1p2c,700,513,1004,1026,440,1004,554,5240,8400,6161,12043,12306,5276,12051,6647,62884,72368,95,45
IL,McDonough County,1p3c,940,685,1048,1279,589,1134,692,6366,11280,8219,12574,15348,7065,13602,8307,76395,72368,95,45
IL,McDonough County,1p4c,940,838,1071,1533,644,1134,667,6826,11280,10060,12853,18390,7732,13602,7999,81917,72368,95,45
IL,McDonough County,2p0c,575,436,1014,1037,366,0,595,4023,6900,5231,12173,12445,4395,0,7138,48282,72368,95,45
IL,McDonough County,2p1c,700,543,1121,1291,450,584,702,5390,8400,6510,13450,15487,5403,7010,8420,64680,72368,95,45
IL,McDonough County,2p2c,700,687,1163,1544,503,1004,714,6315,8400,8245,13952,18529,6031,12051,8572,75780,72368,95,45
IL,McDonough County,2p3c,940,839,1184,1798,645,1134,782,7321,11280,10067,14211,21571,7735,13602,9385,87851,72368,95,45
IL,McDonough County,2p4c,940,1027,1189,2051,713,1134,738,7791,11280,12319,14273,24613,8551,13602,8850,93488,72368,95,45
IL,McHenry County,1p0c,1055,272,896,444,481,0,655,3803,12660,3268,10750,5329,5772,0,7857,45637,102984,2,6
IL,McHenry County,1p1c,1354,401,983,681,636,1002,896,5954,16251,4816,11801,8170,7634,12022,10748,71442,102984,2,6
IL,McHenry County,1p2c,1354,588,1070,918,704,1683,1135,7452,16251,7057,12841,11012,8445,20197,13626,89428,102984,2,6
IL,McHenry County,1p3c,1719,785,1136,1154,907,1893,1467,9061,20630,9414,13626,13853,10886,22713,17606,108727,102984,2,6
IL,McHenry County,1p4c,1719,960,1226,1391,971,1893,1517,9678,20630,11524,14717,16694,11650,22713,18203,116130,102984,2,6
IL,McHenry County,2p0c,1170,499,1096,888,605,0,803,5061,14037,5992,13147,10659,7257,0,9638,60729,102984,2,6
IL,McHenry County,2p1c,1354,621,1178,1125,716,1002,1037,7034,16251,7457,14139,13500,8590,12022,12446,84405,102984,2,6
IL,McHenry County,2p2c,1354,787,1241,1362,776,1683,1150,8353,16251,9444,14892,16341,9310,20197,13797,100233,102984,2,6
IL,McHenry County,2p3c,1719,961,1336,1598,971,1893,1429,9908,20630,11531,16032,19182,11653,22713,17154,118894,102984,2,6
IL,McHenry County,2p4c,1719,1176,1362,1835,1049,1893,1452,10487,20630,14111,16345,22023,12588,22713,17429,125838,102984,2,6
IL,McLean County,1p0c,603,259,808,496,312,0,489,2969,7236,3113,9701,5953,3750,0,5873,35626,95238,13,8
IL,McLean County,1p1c,853,382,889,759,448,831,644,4805,10236,4587,10674,9104,5371,9970,7724,57666,95238,13,8
IL,McLean County,1p2c,853,560,974,1021,512,1396,760,6076,10236,6721,11687,12256,6144,16750,9118,72911,95238,13,8
IL,McLean County,1p3c,1215,747,1080,1284,711,1570,1059,7665,14580,8966,12956,15407,8532,18836,12705,91981,95238,13,8
IL,McLean County,1p4c,1215,915,1125,1546,772,1570,1083,8225,14580,10975,13496,18558,9260,18836,12992,98696,95238,13,8
IL,McLean County,2p0c,682,476,1007,992,419,0,632,4208,8184,5706,12082,11907,5033,0,7580,50492,95238,13,8
IL,McLean County,2p1c,853,592,1088,1255,524,831,819,5960,10236,7102,13053,15058,6282,9970,9825,71526,95238,13,8
IL,McLean County,2p2c,853,750,1197,1517,581,1396,897,7190,10236,8995,14366,18209,6968,16750,10759,86282,95238,13,8
IL,McLean County,2p3c,1215,915,1240,1780,772,1570,1073,8565,14580,10982,14885,21360,9262,18836,12875,102780,95238,13,8
IL,McLean County,2p4c,1215,1120,1266,2043,846,1570,1084,9144,14580,13439,15198,24511,10152,18836,13010,109726,95238,13,8
IL,Macon County,1p0c,509,239,823,501,271,0,455,2799,6108,2874,9875,6013,3255,0,5466,33590,70811,31,51
IL,Macon County,1p1c,772,353,890,766,408,772,592,4553,9264,4235,10684,9194,4891,9266,7101,54637,70811,31,51
IL,Macon County,1p2c,772,517,1008,1031,467,1297,682,5775,9264,6206,12099,12375,5605,15567,8184,69300,70811,31,51
IL,Macon County,1p3c,1069,690,1069,1296,637,1459,901,7121,12828,8279,12823,15556,7648,17506,10810,85449,70811,31,51
IL,Macon County,1p4c,1069,844,1109,1561,693,1459,911,7646,12828,10134,13302,18737,8320,17506,10929,91755,70811,31,51
IL,Macon County,2p0c,614,439,1008,1002,382,0,599,4044,7368,5269,12098,12027,4579,0,7187,48527,70811,31,51
IL,Macon County,2p1c,772,546,1130,1267,478,772,773,5739,9264,6558,13557,15208,5733,9266,9280,68865,70811,31,51
IL,Macon County,2p2c,772,692,1188,1532,530,1297,823,6835,9264,8305,14253,18389,6366,15567,9874,82017,70811,31,51
IL,Macon County,2p3c,1069,845,1226,1797,694,1459,935,8025,12828,10140,14712,21570,8322,17506,11218,96295,70811,31,51
IL,Macon County,2p4c,1069,1034,1248,2063,762,1459,934,8569,12828,12409,14976,24750,9144,17506,11213,102827,70811,31,51
IL,Macoupin County,1p0c,536,273,908,527,293,0,504,3041,6432,3279,10893,6325,3519,0,6047,36494,69203,23,58
IL,Macoupin County,1p1c,711,403,970,805,404,750,613,4655,8532,4832,11637,9661,4842,9003,7353,55860,69203,23,58
IL,Macoupin County,1p2c,711,590,1080,1083,471,1260,718,5913,8532,7079,12957,12997,5657,15125,8610,70958,69203,23,58
IL,Macoupin County,1p3c,950,787,1127,1361,629,1417,922,7194,11400,9444,13521,16333,7553,17009,11066,86326,69203,23,58
