State ,County,Family,Housing1,Food1,Transportation1,Healthcare1,Other Necessities1,Childcare1,Taxes1,Total1,Housing2,Food2,Transportation2,Healthcare2,Other Necessities 2,Childcare2,Taxes2,Total2,median_family_income,st_cost_rank,st_income_rank
AL,Cullman County,2p1c,665,625,1127,1182,468,412,632,5110,7980,7505,13523,14183,5611,4941,7582,61324,58005,39,30
AL,Cullman County,2p2c,665,792,1166,1416,528,989,694,6250,7980,9504,13989,16992,6335,11872,8332,75004,58005,39,30
AL,Cullman County,2p3c,898,967,1185,1650,676,1167,781,7324,10776,11604,14222,19801,8109,14004,9370,87887,58005,39,30
AL,Cullman County,2p4c,898,1183,1242,1884,754,1167,769,7897,10776,14201,14900,22610,9050,14004,9226,94767,58005,39,30
AL,Dale County,1p0c,523,275,898,474,289,0,466,2925,6276,3299,10775,5687,3470,0,5588,35095,58944,38,26
AL,Dale County,1p1c,634,405,946,708,377,420,452,3943,7608,4862,11353,8496,4518,5046,5429,47313,58944,38,26
AL,Dale County,1p2c,634,594,999,942,445,1010,528,5152,7608,7124,11987,11305,5338,12123,6335,61820,58944,38,26
AL,Dale County,1p3c,890,792,1077,1176,609,1192,705,6442,10680,9504,12921,14114,7313,14301,8465,77299,58944,38,26
AL,Dale County,1p4c,890,969,1090,1410,674,1192,695,6920,10680,11633,13078,16923,8085,14301,8338,83039,58944,38,26
AL,Dale County,2p0c,526,504,1061,948,373,0,567,3979,6312,6049,12730,11374,4479,0,6810,47753,58944,38,26
AL,Dale County,2p1c,634,627,1110,1182,457,420,620,5051,7608,7528,13320,14183,5484,5046,7439,60608,58944,38,26
AL,Dale County,2p2c,634,795,1192,1416,518,1010,697,6261,7608,9534,14308,16992,6211,12123,8359,75135,58944,38,26
AL,Dale County,2p3c,890,970,1204,1650,674,1192,790,7370,10680,11641,14448,19801,8088,14301,9484,88442,58944,38,26
AL,Dale County,2p4c,890,1187,1199,1884,753,1192,761,7866,10680,14245,14390,22610,9031,14301,9135,94392,58944,38,26
AL,Dallas County,1p0c,492,273,861,474,277,0,446,2823,5904,3279,10330,5687,3327,0,5353,33879,46549,63,60
AL,Dallas County,1p1c,646,403,900,708,380,402,436,3874,7752,4832,10804,8496,4560,4820,5228,46491,46549,63,60
AL,Dallas County,1p2c,646,590,948,942,448,965,506,5044,7752,7079,11372,11305,5374,11580,6068,60530,46549,63,60
AL,Dallas County,1p3c,804,787,976,1176,576,1138,611,6069,9648,9444,11717,14114,6918,13660,7329,72830,46549,63,60
AL,Dallas County,1p4c,804,963,985,1410,640,1138,582,6524,9648,11560,11822,16923,7685,13660,6988,78285,46549,63,60
AL,Dallas County,2p0c,498,501,1019,948,362,0,547,3875,5976,6011,12231,11374,4343,0,6564,46498,46549,63,60
AL,Dallas County,2p1c,646,623,1063,1182,460,402,606,4982,7752,7481,12758,14183,5519,4820,7275,59788,46549,63,60
AL,Dallas County,2p2c,646,790,1090,1416,520,965,661,6087,7752,9474,13076,16992,6242,11580,7931,73047,46549,63,60
AL,Dallas County,2p3c,804,964,1097,1650,641,1138,716,7010,9648,11567,13165,19801,7687,13660,8593,84121,46549,63,60
AL,Dallas County,2p4c,804,1180,1089,1884,719,1138,678,7491,9648,14156,13064,22610,8625,13660,8135,89898,46549,63,60
AL,DeKalb County,1p0c,418,273,918,474,250,0,436,2769,5016,3279,11020,5687,3005,0,5227,33234,50571,46,52
AL,DeKalb County,1p1c,634,403,975,708,376,408,456,3958,7608,4832,11696,8496,4507,4892,5467,47499,50571,46,52
AL,DeKalb County,1p2c,634,590,1033,942,443,979,528,5150,7608,7079,12402,11305,5322,11754,6331,61801,50571,46,52
AL,DeKalb County,1p3c,852,787,1073,1176,594,1155,671,6308,10224,9444,12870,14114,7127,13865,8057,75701,50571,46,52
AL,DeKalb County,1p4c,852,963,1092,1410,658,1155,655,6786,10224,11560,13098,16923,7893,13865,7865,81429,50571,46,52
AL,DeKalb County,2p0c,492,501,1079,948,360,0,559,3939,5904,6011,12943,11374,4317,0,6714,47262,50571,46,52
AL,DeKalb County,2p1c,634,623,1134,1182,456,408,621,5058,7608,7481,13606,14183,5467,4892,7456,60693,50571,46,52
AL,DeKalb County,2p2c,634,790,1170,1416,516,979,681,6187,7608,9474,14045,16992,6190,11754,8175,74238,50571,46,52
AL,DeKalb County,2p3c,852,964,1188,1650,658,1155,761,7228,10224,11567,14253,19801,7896,13865,9134,86741,50571,46,52
AL,DeKalb County,2p4c,852,1180,1242,1884,736,1155,744,7793,10224,14156,14906,22610,8834,13865,8922,93517,50571,46,52
AL,Elmore County,1p0c,641,291,922,478,338,0,516,3185,7695,3486,11058,5737,4051,0,6193,38221,74491,6,6
AL,Elmore County,1p1c,910,428,985,722,485,485,585,4600,10917,5138,11818,8660,5817,5820,7024,55194,74491,6,6
AL,Elmore County,1p2c,910,627,1049,965,557,1248,755,6112,10917,7527,12587,11582,6683,14982,9062,73340,74491,6,6
AL,Elmore County,1p3c,1150,837,1140,1209,720,1483,1008,7547,13803,10042,13683,14504,8640,17800,12096,90567,74491,6,6
AL,Elmore County,1p4c,1150,1024,1164,1452,788,1483,1034,8096,13803,12292,13971,17426,9455,17800,12408,97155,74491,6,6
AL,Elmore County,2p0c,767,533,1090,956,471,0,666,4483,9210,6391,13080,11475,5653,0,7987,53796,74491,6,6
AL,Elmore County,2p1c,910,663,1150,1200,570,485,756,5733,10917,7954,13803,14397,6838,5820,9069,68798,74491,6,6
AL,Elmore County,2p2c,910,839,1245,1443,634,1248,888,7208,10917,10074,14943,17319,7606,14982,10653,86493,74491,6,6
AL,Elmore County,2p3c,1150,1025,1268,1687,788,1483,1029,8430,13803,12300,15210,20241,9458,17800,12345,101157,74491,6,6
AL,Elmore County,2p4c,1150,1254,1273,1930,871,1483,1044,9007,13803,15052,15276,23163,10455,17800,12534,108083,74491,6,6
AL,Escambia County,1p0c,479,259,902,474,267,0,447,2828,5748,3102,10825,5687,3207,0,5363,33932,50278,62,53
AL,Escambia County,1p1c,634,381,955,708,368,408,441,3895,7608,4572,11460,8496,4413,4896,5290,46735,50278,62,53
AL,Escambia County,1p2c,634,558,1011,942,432,980,511,5069,7608,6699,12136,11305,5184,11764,6129,60824,50278,62,53
AL,Escambia County,1p3c,809,745,1048,1176,563,1156,624,6121,9708,8936,12578,14114,6755,13877,7487,73456,50278,62,53
AL,Escambia County,1p4c,809,912,1065,1410,623,1156,594,6569,9708,10938,12776,16923,7481,13877,7129,78833,50278,62,53
AL,Escambia County,2p0c,537,474,1061,948,366,0,561,3948,6444,5687,12736,11374,4396,0,6735,47372,50278,62,53
AL,Escambia County,2p1c,634,590,1114,1182,443,408,605,4977,7608,7078,13371,14183,5321,4896,7261,59720,50278,62,53
AL,Escambia County,2p2c,634,747,1149,1416,500,980,661,6088,7608,8965,13786,16992,6005,11764,7932,73051,50278,62,53
AL,Escambia County,2p3c,809,912,1164,1650,624,1156,722,7037,9708,10945,13967,19801,7483,13877,8659,84441,50278,62,53
AL,Escambia County,2p4c,809,1116,1163,1884,698,1156,681,7508,9708,13394,13959,22610,8371,13877,8177,90096,50278,62,53
AL,Etowah County,1p0c,557,262,880,458,297,0,464,2918,6684,3144,10559,5497,3561,0,5574,35019,58944,25,26
AL,Etowah County,1p1c,717,386,938,692,400,418,468,4018,8604,4633,11255,8300,4796,5012,5617,48217,58944,25,26
AL,Etowah County,1p2c,717,566,1001,925,465,1075,560,5309,8604,6788,12011,11103,5577,12901,6725,63709,58944,25,26
AL,Etowah County,1p3c,902,755,1090,1159,600,1277,722,6505,10824,9056,13084,13906,7203,15328,8662,78063,58944,25,26
AL,Etowah County,1p4c,902,924,1115,1392,662,1277,714,6986,10824,11085,13382,16709,7938,15328,8572,83837,58944,25,26
AL,Etowah County,2p0c,560,480,1055,916,377,0,562,3950,6720,5763,12658,10995,4523,0,6741,47401,58944,25,26
AL,Etowah County,2p1c,717,598,1115,1150,476,418,631,5104,8604,7173,13374,13798,5717,5012,7566,61244,58944,25,26
AL,Etowah County,2p2c,717,757,1208,1383,534,1075,725,6400,8604,9085,14501,16601,6409,12901,8698,76798,58944,25,26
AL,Etowah County,2p3c,902,924,1232,1617,662,1277,799,7413,10824,11092,14779,19403,7941,15328,9590,88956,58944,25,26
AL,Etowah County,2p4c,902,1131,1238,1851,737,1277,771,7907,10824,13573,14858,22206,8840,15328,9254,94884,58944,25,26
AL,Fayette County,1p0c,479,280,944,474,275,0,464,2916,5748,3362,11330,5687,3301,0,5569,34996,52757,42,46
AL,Fayette County,1p1c,634,413,1000,708,379,404,465,4002,7608,4954,11996,8496,4552,4845,5577,48028,52757,42,46
AL,Fayette County,1p2c,634,605,1057,942,449,970,537,5193,7608,7259,12683,11305,5387,11640,6438,62319,52757,42,46
AL,Fayette County,1p3c,802,807,1094,1176,583,1144,661,6268,9624,9683,13131,14114,6996,13731,7932,75211,52757,42,46
AL,Fayette County,1p4c,802,988,1111,1410,648,1144,644,6749,9624,11853,13337,16923,7782,13731,7733,80983,52757,42,46
AL,Fayette County,2p0c,556,514,1097,948,388,0,589,4091,6672,6163,13162,11374,4651,0,7072,49093,52757,42,46
AL,Fayette County,2p1c,634,639,1151,1182,461,404,630,5101,7608,7670,13806,14183,5536,4845,7559,61207,52757,42,46
AL,Fayette County,2p2c,634,810,1186,1416,523,970,690,6228,7608,9714,14226,16992,6277,11640,8276,74733,52757,42,46
AL,Fayette County,2p3c,802,988,1201,1650,649,1144,753,7187,9624,11860,14412,19801,7785,13731,9032,86244,52757,42,46
AL,Fayette County,2p4c,802,1210,1201,1884,729,1144,720,7689,9624,14514,14408,22610,8746,13731,8637,92270,52757,42,46
AL,Franklin County,1p0c,479,252,909,474,265,0,446,2824,5748,3019,10904,5687,3177,0,5355,33889,52598,67,47
AL,Franklin County,1p1c,634,371,956,708,364,410,437,3880,7608,4450,11472,8496,4369,4924,5247,46565,52598,67,47
AL,Franklin County,1p2c,634,543,1009,942,427,986,506,5047,7608,6519,12105,11305,5119,11830,6074,60560,52598,67,47
AL,Franklin County,1p3c,796,725,1042,1176,551,1163,609,6062,9552,8697,12509,14114,6612,13955,7308,72748,52598,67,47
AL,Franklin County,1p4c,796,887,1056,1410,610,1163,576,6498,9552,10646,12673,16923,7318,13955,6908,77975,52598,67,47
AL,Franklin County,2p0c,539,461,1067,948,362,0,559,3936,6468,5535,12800,11374,4349,0,6708,47234,52598,67,47
AL,Franklin County,2p1c,634,574,1116,1182,438,410,601,4955,7608,6889,13393,14183,5253,4924,7209,59459,52598,67,47
AL,Franklin County,2p2c,634,727,1148,1416,493,986,655,6059,7608,8725,13771,16992,5918,11830,7861,72705,52598,67,47
AL,Franklin County,2p3c,796,888,1160,1650,610,1163,709,6976,9552,10652,13920,19801,7321,13955,8508,83709,52598,67,47
AL,Franklin County,2p4c,796,1086,1208,1884,682,1163,680,7499,9552,13036,14499,22610,8184,13955,8155,89991,52598,67,47
AL,Geneva County,1p0c,464,255,918,466,261,0,443,2807,5571,3061,11014,5593,3127,0,5314,33680,52019,65,48
AL,Geneva County,1p1c,604,376,979,704,355,393,426,3835,7243,4511,11742,8444,4259,4718,5109,46025,52019,65,48
AL,Geneva County,1p2c,604,551,1039,941,418,1012,513,5077,7243,6609,12469,11295,5019,12143,6150,60928,52019,65,48
AL,Geneva County,1p3c,789,735,1079,1179,552,1202,637,6173,9469,8817,12950,14145,6626,14428,7645,74079,52019,65,48
AL,Geneva County,1p4c,789,899,1146,1416,612,1202,628,6692,9469,10792,13747,16996,7341,14428,7533,80306,52019,65,48
AL,Geneva County,2p0c,468,468,1077,932,339,0,536,3819,5612,5611,12922,11187,4066,0,6433,45832,52019,65,48
AL,Geneva County,2p1c,604,582,1134,1170,430,393,590,4902,7243,6984,13605,14037,5155,4718,7081,58823,52019,65,48
AL,Geneva County,2p2c,604,737,1171,1407,486,1012,659,6076,7243,8845,14056,16888,5829,12143,7902,72907,52019,65,48
AL,Geneva County,2p3c,789,900,1242,1645,612,1202,741,7132,9469,10799,14907,19739,7344,14428,8894,85579,52019,65,48
AL,Geneva County,2p4c,789,1101,1244,1882,685,1202,702,7606,9469,13215,14928,22589,8219,14428,8427,91275,52019,65,48
AL,Greene County,1p0c,479,289,933,453,278,0,459,2891,5748,3465,11195,5435,3338,0,5510,34692,38506,51,66
AL,Greene County,1p1c,634,426,990,677,384,402,458,3971,7608,5107,11884,8119,4607,4825,5499,47649,38506,51,66
AL,Greene County,1p2c,634,624,1046,900,456,966,528,5154,7608,7483,12552,10803,5468,11593,6341,61847,38506,51,66
AL,Greene County,1p3c,840,832,1081,1124,606,1140,666,6288,10080,9982,12968,13487,7269,13675,7994,75456,38506,51,66
AL,Greene County,1p4c,840,1018,1094,1348,673,1140,648,6761,10080,12219,13132,16171,8080,13675,7778,81134,38506,51,66
AL,Greene County,2p0c,556,529,1078,906,393,0,580,4043,6672,6353,12938,10870,4719,0,6958,48510,38506,51,66
AL,Greene County,2p1c,634,659,1130,1129,468,402,618,5041,7608,7907,13560,13554,5622,4825,7416,60491,38506,51,66
AL,Greene County,2p2c,634,835,1162,1353,532,966,675,6157,7608,10014,13946,16237,6385,11593,8103,73886,38506,51,66
AL,Greene County,2p3c,840,1019,1174,1577,674,1140,750,7173,10080,12226,14090,18921,8082,13675,8996,86071,38506,51,66
AL,Greene County,2p4c,840,1247,1222,1800,756,1140,729,7734,10080,14962,14664,21605,9074,13675,8752,92813,38506,51,66
AL,Hale County,1p0c,478,286,956,445,277,0,462,2905,5740,3434,11475,5341,3324,0,5542,34858,55992,47,37
AL,Hale County,1p1c,581,422,1023,672,363,380,437,3878,6970,5061,12281,8067,4359,4561,5240,46539,55992,47,37
AL,Hale County,1p2c,581,618,1087,899,434,978,521,5119,6970,7415,13041,10792,5212,11739,6253,61423,55992,47,37
AL,Hale County,1p3c,734,824,1178,1126,565,1162,655,6246,8814,9892,14133,13517,6778,13948,7865,74948,55992,47,37
AL,Hale County,1p4c,734,1009,1199,1354,632,1162,639,6729,8814,12109,14386,16243,7581,13948,7663,80743,55992,47,37
AL,Hale County,2p0c,481,525,1112,890,364,0,558,3930,5773,6296,13339,10683,4373,0,6693,47159,55992,47,37
AL,Hale County,2p1c,581,653,1171,1117,447,380,599,4949,6970,7836,14050,13408,5365,4561,7194,59383,55992,47,37
AL,Hale County,2p2c,581,827,1264,1344,510,978,681,6186,6970,9924,15174,16134,6121,11739,8175,74237,55992,47,37
AL,Hale County,2p3c,734,1010,1284,1572,632,1162,742,7136,8814,12117,15405,18859,7584,13948,8905,85631,55992,47,37
AL,Hale County,2p4c,734,1236,1286,1799,714,1162,709,7641,8814,14828,15433,21584,8566,13948,8514,91687,55992,47,37
AL,Henry County,1p0c,492,279,969,466,279,0,472,2958,5904,3351,11631,5593,3354,0,5667,35500,62312,20,19
AL,Henry County,1p1c,634,412,1036,704,379,413,475,4052,7608,4939,12435,8444,4546,4953,5701,48627,62312,20,19
AL,Henry County,1p2c,634,603,1101,941,448,1062,571,5361,7608,7236,13212,11295,5379,12749,6853,64332,62312,20,19
AL,Henry County,1p3c,858,804,1195,1179,602,1262,763,6664,10296,9653,14340,14145,7228,15148,9152,79963,62312,20,19
AL,Henry County,1p4c,858,985,1219,1416,668,1262,770,7178,10296,11816,14623,16996,8012,15148,9240,86132,62312,20,19
AL,Henry County,2p0c,532,512,1130,932,378,0,585,4070,6384,6144,13559,11187,4539,0,7022,48836,62312,20,19
AL,Henry County,2p1c,634,637,1191,1170,461,413,639,5144,7608,7647,14290,14037,5527,4953,7662,61724,62312,20,19
AL,Henry County,2p2c,634,807,1288,1407,522,1062,737,6457,7608,9684,15454,16888,6266,12749,8838,77488,62312,20,19
AL,Henry County,2p3c,858,985,1310,1645,668,1262,829,7557,10296,11824,15717,19739,8015,15148,9944,90682,62312,20,19
AL,Henry County,2p4c,858,1206,1315,1882,748,1262,815,8086,10296,14469,15779,22589,8973,15148,9779,97035,62312,20,19
AL,Houston County,1p0c,560,280,854,466,304,0,467,2932,6720,3362,10252,5593,3653,0,5606,35186,62393,21,17
AL,Houston County,1p1c,728,413,902,704,413,428,478,4066,8738,4954,10824,8444,4961,5132,5734,48787,62393,21,17
AL,Houston County,1p2c,728,605,956,941,483,1101,577,5392,8738,7259,11475,11295,5796,13209,6928,64699,62393,21,17
AL,Houston County,1p3c,952,807,992,1179,637,1308,754,6628,11423,9683,11903,14145,7648,15694,9042,79539,62393,21,17
AL,Houston County,1p4c,952,988,1051,1416,703,1308,774,7191,11423,11853,12607,16996,8434,15694,9287,86293,62393,21,17
AL,Houston County,2p0c,564,514,1022,932,391,0,570,3993,6770,6163,12265,11187,4686,0,6841,47911,62393,21,17
AL,Houston County,2p1c,728,639,1073,1170,495,428,645,5179,8738,7670,12876,14037,5945,5132,7746,62144,62393,21,17
AL,Houston County,2p2c,728,810,1106,1407,557,1101,734,6443,8738,9714,13276,16888,6686,13209,8803,77314,62393,21,17
AL,Houston County,2p3c,952,988,1170,1645,703,1308,838,7605,11423,11860,14045,19739,8437,15694,10062,91260,62393,21,17
AL,Houston County,2p4c,952,1210,1168,1882,783,1308,825,8129,11423,14514,14021,22589,9398,15694,9905,97545,62393,21,17
AL,Jackson County,1p0c,459,278,914,474,267,0,449,2840,5508,3330,10965,5687,3203,0,5393,34085,54206,30,44
AL,Jackson County,1p1c,695,409,969,708,400,419,481,4082,8340,4908,11633,8496,4800,5034,5775,48987,54206,30,44
AL,Jackson County,1p2c,695,599,1028,942,469,1008,558,5299,8340,7191,12332,11305,5628,12094,6700,63591,54206,30,44
AL,Jackson County,1p3c,864,799,1066,1176,603,1189,692,6390,10368,9594,12795,14114,7233,14267,8306,76677,54206,30,44
AL,Jackson County,1p4c,864,979,1085,1410,668,1189,682,6876,10368,11743,13017,16923,8012,14267,8184,82515,54206,30,44
AL,Jackson County,2p0c,574,509,1073,948,392,0,588,4084,6888,6106,12874,11374,4708,0,7055,49005,54206,30,44
AL,Jackson County,2p1c,695,633,1128,1182,481,419,647,5185,8340,7599,13531,14183,5775,5034,7762,62224,54206,30,44
AL,Jackson County,2p2c,695,802,1164,1416,542,1008,713,6340,8340,9624,13965,16992,6509,12094,8551,76075,54206,30,44
AL,Jackson County,2p3c,864,979,1181,1650,668,1189,778,7308,10368,11750,14168,19801,8014,14267,9332,87701,54206,30,44
AL,Jackson County,2p4c,864,1198,1234,1884,747,1189,765,7882,10368,14380,14812,22610,8967,14267,9182,94585,54206,30,44
AL,Jefferson County,1p0c,815,278,805,487,396,0,543,3323,9777,3330,9662,5845,4749,0,6513,39878,72560,5,8
AL,Jefferson County,1p1c,999,409,859,735,510,497,584,4593,11991,4908,10303,8821,6123,5960,7009,55115,72560,5,8
AL,Jefferson County,1p2c,999,599,959,983,579,1278,769,6167,11991,7191,11509,11797,6951,15340,9231,74010,72560,5,8
AL,Jefferson County,1p3c,1299,799,1003,1231,761,1519,1036,7648,15593,9594,12032,14773,9126,18226,12431,91775,72560,5,8
AL,Jefferson County,1p4c,1299,979,1025,1479,825,1519,1060,8187,15593,11743,12304,17748,9905,18226,12725,98245,72560,5,8
AL,Jefferson County,2p0c,869,509,987,974,499,0,671,4508,10424,6106,11844,11691,5989,0,8047,54100,72560,5,8
AL,Jefferson County,2p1c,999,633,1091,1222,592,497,770,5804,11991,7599,13098,14667,7098,5960,9238,69651,72560,5,8
AL,Jefferson County,2p2c,999,802,1133,1470,653,1278,892,7227,11991,9624,13593,17642,7832,15340,10698,86721,72560,5,8
AL,Jefferson County,2p3c,1299,979,1154,1718,826,1519,1060,8555,15593,11750,13846,20618,9908,18226,12717,102658,72560,5,8
AL,Jefferson County,2p4c,1299,1198,1158,1966,905,1519,1073,9119,15593,14380,13901,23594,10860,18226,12875,109430,72560,5,8
AL,Lamar County,1p0c,479,273,942,474,273,0,461,2902,5748,3279,11305,5687,3271,0,5536,34825,54139,49,45
AL,Lamar County,1p1c,634,403,994,708,376,403,460,3977,7608,4832,11927,8496,4507,4840,5514,47724,54139,49,45
AL,Lamar County,1p2c,634,590,1049,942,443,969,529,5156,7608,7079,12583,11305,5322,11628,6345,61870,54139,49,45
AL,Lamar County,1p3c,857,787,1083,1176,596,1143,673,6316,10284,9444,13002,14114,7148,13717,8079,75788,54139,49,45
AL,Lamar County,1p4c,857,963,1098,1410,660,1143,656,6787,10284,11560,13179,16923,7915,13717,7871,81449,54139,49,45
AL,Lamar County,2p0c,545,501,1093,948,379,0,581,4046,6540,6011,13116,11374,4548,0,6967,48555,54139,49,45
AL,Lamar County,2p1c,634,623,1144,1182,456,403,623,5065,7608,7481,13731,14183,5467,4840,7474,60784,54139,49,45
AL,Lamar County,2p2c,634,790,1177,1416,516,969,680,6182,7608,9474,14124,16992,6190,11628,8163,74178,54139,49,45
AL,Lamar County,2p3c,857,964,1190,1650,660,1143,760,7225,10284,11567,14283,19801,7918,13717,9124,86694,54139,49,45
AL,Lamar County,2p4c,857,1180,1188,1884,738,1143,725,7715,10284,14156,14254,22610,8856,13717,8702,92579,54139,49,45
AL,Lauderdale County,1p0c,516,253,892,466,279,0,453,2859,6189,3040,10704,5593,3344,0,5436,34306,67573,28,12
AL,Lauderdale County,1p1c,735,373,945,704,402,433,479,4070,8818,4480,11342,8444,4818,5192,5745,48840,67573,28,12
AL,Lauderdale County,1p2c,735,547,1004,941,464,1114,575,5380,8818,6564,12044,11295,5574,13365,6899,64558,67573,28,12
AL,Lauderdale County,1p3c,926,730,1043,1179,600,1323,728,6529,11117,8757,12517,14145,7201,15879,8736,78352,67573,28,12
AL,Lauderdale County,1p4c,926,893,1108,1416,659,1323,737,7064,11117,10719,13301,16996,7912,15879,8843,84766,67573,28,12
AL,Lauderdale County,2p0c,570,464,1062,932,375,0,565,3968,6837,5573,12742,11187,4497,0,6784,47621,67573,28,12
AL,Lauderdale County,2p1c,735,578,1117,1170,476,433,639,5147,8818,6936,13403,14037,5708,5192,7670,61765,67573,28,12
AL,Lauderdale County,2p2c,735,732,1154,1407,532,1114,724,6398,8818,8785,13846,16888,6378,13365,8693,76772,67573,28,12
AL,Lauderdale County,2p3c,926,894,1224,1645,660,1323,814,7486,11117,10726,14693,19739,7914,15879,9771,89838,67573,28,12
AL,Lauderdale County,2p4c,926,1094,1226,1882,732,1323,787,7971,11117,13125,14714,22589,8784,15879,9441,95649,67573,28,12
AL,Lawrence County,1p0c,440,274,953,464,259,0,449,2839,5285,3289,11432,5569,3107,0,5390,34073,56913,35,33
AL,Lawrence County,1p1c,613,404,1022,701,368,390,454,3952,7351,4847,12265,8408,4420,4684,5453,47428,56913,35,33
AL,Lawrence County,1p2c,613,592,1089,937,436,1005,540,5212,7351,7102,13067,11247,5237,12055,6485,62544,56913,35,33
AL,Lawrence County,1p3c,800,790,1184,1174,576,1194,699,6417,9605,9474,14211,14085,6913,14324,8389,77001,56913,35,33
AL,Lawrence County,1p4c,800,966,1210,1410,640,1194,693,6914,9605,11597,14520,16924,7682,14324,8318,82969,56913,35,33
AL,Lawrence County,2p0c,497,502,1115,928,362,0,566,3970,5960,6030,13375,11139,4344,0,6787,47635,56913,35,33
AL,Lawrence County,2p1c,613,625,1177,1165,449,390,617,5036,7351,7505,14129,13978,5383,4684,7404,60434,56913,35,33
